osm_type,osm_id,name,amenity,cuisine,addr:street,addr:housenumber,addr:postcode,addr:city,phone,website,opening_hours,operator,lat,lon,all_tags,contact:phone,contact:website,contact:email,description,internet_access,wifi,wheelchair,outdoor_seating,indoor_seating,smoking,smoking:outside,toilets,toilets:wheelchair,changing_table,highchair,air_conditioning,dog,reservations,max_seats,takeaway,delivery,drive_through,self_service,payment:cash,payment:cards,payment:debit_cards,payment:credit_cards,payment:contactless,payment:mastercard,payment:visa,payment:american_express,payment:google_pay,payment:apple_pay,payment:blik,payment:mobile_phone,diet:vegetarian,vegetarian,diet:vegan,vegan,diet:gluten_free,gluten_free,contact:facebook,contact:instagram,contact:twitter,contact:youtube,contact:tripadvisor,contact:booking,text_chunk
node,11025832400,Kuchnia Kazachska Jurta,restaurant,,,,,,+48730777435,https://www.google.pl/url?q=https://kuchniakazachskajurta.business.site/%3Fm%3Dtrue&sa=U&ved=0ahUKEwj6pJjUnvX_AhWWHHcKHUBTBFMQqRkIHSgQ&usg=AOvVaw143H2Xn7QTTQOJOs1Yy0B6,Fr 13:00-20:00; Sa 12:00-20:00; Su 12:00-18:00,,51.7723185,19.4649313,"{""amenity"": ""restaurant"", ""indoor_seating"": ""yes"", ""name"": ""Kuchnia Kazachska Jurta"", ""opening_hours"": ""Fr 13:00-20:00; Sa 12:00-20:00; Su 12:00-18:00"", ""outdoor_seating"": ""no"", ""phone"": ""+48730777435"", ""website"": ""https://www.google.pl/url?q=https://kuchniakazachskajurta.business.site/%3Fm%3Dtrue&sa=U&ved=0ahUKEwj6pJjUnvX_AhWWHHcKHUBTBFMQqRkIHSgQ&usg=AOvVaw143H2Xn7QTTQOJOs1Yy0B6""}",+48730777435,https://www.google.pl/url?q=https://kuchniakazachskajurta.business.site/%3Fm%3Dtrue&sa=U&ved=0ahUKEwj6pJjUnvX_AhWWHHcKHUBTBFMQqRkIHSgQ&usg=AOvVaw143H2Xn7QTTQOJOs1Yy0B6,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kuchnia Kazachska Jurta — restaurant Godziny otwarcia: Fr 13:00-20:00; Sa 12:00-20:00; Su 12:00-18:00. Telefon: +48730777435. Strona: https://www.google.pl/url?q=https://kuchniakazachskajurta.business.site/%3Fm%3Dtrue&sa=U&ved=0ahUKEwj6pJjUnvX_AhWWHHcKHUBTBFMQqRkIHSgQ&usg=AOvVaw143H2Xn7QTTQOJOs1Yy0B6. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no. Współrzędne: 51.772318, 19.464931. OSM: https://www.openstreetmap.org/node/11025832400."
node,11028228510,Pierogi u Moni,restaurant,,,,,,,,Mo-Fr 11:00-17:00,,51.7612087,19.4837105,"{""amenity"": ""restaurant"", ""name"": ""Pierogi u Moni"", ""opening_hours"": ""Mo-Fr 11:00-17:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierogi u Moni — restaurant Godziny otwarcia: Mo-Fr 11:00-17:00. Współrzędne: 51.761209, 19.483711. OSM: https://www.openstreetmap.org/node/11028228510."
node,11029672496,Pizzeria 105,restaurant,pizza,Aleksandra Tansmana,1,90-001,Łódź,+48 535 353 105,https://105.pl/lodz-widzew/,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00,,51.7590224,19.5308278,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""90-001"", ""addr:street"": ""Aleksandra Tansmana"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pizzeria 105"", ""opening_hours"": ""Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00"", ""phone"": ""+48 535 353 105"", ""website"": ""https://105.pl/lodz-widzew/""}",+48 535 353 105,https://105.pl/lodz-widzew/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pizzeria 105 — restaurant Kuchnia: pizza. Adres: Aleksandra Tansmana 1, 90-001, Łódź. Godziny otwarcia: Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00. Telefon: +48 535 353 105. Strona: https://105.pl/lodz-widzew/. Współrzędne: 51.759022, 19.530828. OSM: https://www.openstreetmap.org/node/11029672496."
node,11029760943,Pizzeria 105,restaurant,pizza,Strażacka,5,93-318,Łódź,+48 572 494 105,https://105.pl/lodz-chojny/,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00,,51.7179599,19.4828621,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""93-318"", ""addr:street"": ""Strażacka"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pizzeria 105"", ""opening_hours"": ""Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00"", ""phone"": ""+48 572 494 105"", ""website"": ""https://105.pl/lodz-chojny/""}",+48 572 494 105,https://105.pl/lodz-chojny/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pizzeria 105 — restaurant Kuchnia: pizza. Adres: Strażacka 5, 93-318, Łódź. Godziny otwarcia: Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00. Telefon: +48 572 494 105. Strona: https://105.pl/lodz-chojny/. Współrzędne: 51.717960, 19.482862. OSM: https://www.openstreetmap.org/node/11029760943."
node,11047249768,Pora Karmienia,restaurant,,,,,,,,,,51.7628599,19.413028,"{""amenity"": ""restaurant"", ""name"": ""Pora Karmienia""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pora Karmienia — restaurant Współrzędne: 51.762860, 19.413028. OSM: https://www.openstreetmap.org/node/11047249768."
node,11047249778,Pizza Lovers,restaurant,pizza,,,,,,,,,51.7627534,19.4133059,"{""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pizza Lovers""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pizza Lovers — restaurant Kuchnia: pizza. Współrzędne: 51.762753, 19.413306. OSM: https://www.openstreetmap.org/node/11047249778."
node,11047249779,House of Sushi,restaurant,sushi,,,,,,,,,51.7626731,19.4133803,"{""amenity"": ""restaurant"", ""cuisine"": ""sushi"", ""name"": ""House of Sushi""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"House of Sushi — restaurant Kuchnia: sushi. Współrzędne: 51.762673, 19.413380. OSM: https://www.openstreetmap.org/node/11047249779."
node,11047249782,Crazy Bubble,cafe,bubble_tea,,,,,,,,,51.7618208,19.4143444,"{""amenity"": ""cafe"", ""cuisine"": ""bubble_tea"", ""name"": ""Crazy Bubble""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crazy Bubble — cafe Kuchnia: bubble_tea. Współrzędne: 51.761821, 19.414344. OSM: https://www.openstreetmap.org/node/11047249782."
node,11047249785,Kawka Żyrafka,cafe,,,,,,,,,,51.7618985,19.4142663,"{""amenity"": ""cafe"", ""name"": ""Kawka Żyrafka""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kawka Żyrafka — cafe Współrzędne: 51.761899, 19.414266. OSM: https://www.openstreetmap.org/node/11047249785."
node,11047249786,Haps,restaurant,pancake,,,,,,,,,51.7617174,19.4144385,"{""amenity"": ""restaurant"", ""cuisine"": ""pancake"", ""name"": ""Haps""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haps — restaurant Kuchnia: pancake. Współrzędne: 51.761717, 19.414438. OSM: https://www.openstreetmap.org/node/11047249786."
node,11047249791,Tłusty Śledź,restaurant,,,,,,,,,,51.7625002,19.4135693,"{""amenity"": ""restaurant"", ""name"": ""Tłusty Śledź""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tłusty Śledź — restaurant Współrzędne: 51.762500, 19.413569. OSM: https://www.openstreetmap.org/node/11047249791."
node,11063576478,Koku Sushi,restaurant,sushi,,,,,,,,,51.7441914,19.4000232,"{""amenity"": ""restaurant"", ""cuisine"": ""sushi"", ""name"": ""Koku Sushi""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koku Sushi — restaurant Kuchnia: sushi. Współrzędne: 51.744191, 19.400023. OSM: https://www.openstreetmap.org/node/11063576478."
node,11122914112,Locum cafe,cafe,,,,,,,,Mo-Fr 08:00-18:00; Sa 10:00-18:00,,51.7770332,19.4565871,"{""amenity"": ""cafe"", ""email"": ""locumcafe@o2.pl"", ""name"": ""Locum cafe"", ""opening_hours"": ""Mo-Fr 08:00-18:00; Sa 10:00-18:00""}",,,locumcafe@o2.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Locum cafe — cafe Godziny otwarcia: Mo-Fr 08:00-18:00; Sa 10:00-18:00. Współrzędne: 51.777033, 19.456587. OSM: https://www.openstreetmap.org/node/11122914112. Dodatkowe tagi: email: locumcafe@o2.pl."
node,11181871280,Marco,restaurant,italian,,,,,,,,,51.7454034,19.4633881,"{""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""name"": ""Marco""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco — restaurant Kuchnia: italian. Współrzędne: 51.745403, 19.463388. OSM: https://www.openstreetmap.org/node/11181871280."
node,11190405519,Ha Long,restaurant,asian,,,,,+48426337633,,Mo-Su 10:00-21:00,,51.7783668,19.4692091,"{""amenity"": ""restaurant"", ""cuisine"": ""asian"", ""name"": ""Ha Long"", ""opening_hours"": ""Mo-Su 10:00-21:00"", ""phone"": ""+48426337633""}",+48426337633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ha Long — restaurant Kuchnia: asian. Godziny otwarcia: Mo-Su 10:00-21:00. Telefon: +48426337633. Współrzędne: 51.778367, 19.469209. OSM: https://www.openstreetmap.org/node/11190405519."
node,11243853154,Pierogarnia Stary Młyn,restaurant,,,,,,,,,Restaurators Sp. z o.o.,51.7715554,19.4556847,"{""amenity"": ""restaurant"", ""check_date"": ""2024-07-19"", ""indoor_seating"": ""yes"", ""name"": ""Pierogarnia Stary Młyn"", ""operator"": ""Restaurators Sp. z o.o."", ""outdoor_seating"": ""no""}",,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierogarnia Stary Młyn — restaurant Operator: Restaurators Sp. z o.o.. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no. Współrzędne: 51.771555, 19.455685. OSM: https://www.openstreetmap.org/node/11243853154. Dodatkowe tagi: check_date: 2024-07-19."
node,11250688886,Piekarz Cake & Coffee,cafe,,,,,,,,,,51.7714599,19.4646282,"{""amenity"": ""cafe"", ""name"": ""Piekarz Cake & Coffee""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piekarz Cake & Coffee — cafe Współrzędne: 51.771460, 19.464628. OSM: https://www.openstreetmap.org/node/11250688886."
node,11257428539,Elitna Gruzja,restaurant,georgian,,,,,,,,,51.7561419,19.4604811,"{""amenity"": ""restaurant"", ""cuisine"": ""georgian"", ""name"": ""Elitna Gruzja""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elitna Gruzja — restaurant Kuchnia: georgian. Współrzędne: 51.756142, 19.460481. OSM: https://www.openstreetmap.org/node/11257428539."
node,11298507000,le Petit Paris,restaurant,,Doktora Stefana Kopcińskiego,62,,,+48 577 790 707,https://www.lepetitparis.com.pl/,,,51.7631289,19.4852288,"{""addr:housenumber"": ""62"", ""addr:street"": ""Doktora Stefana Kopcińskiego"", ""amenity"": ""restaurant"", ""name"": ""le Petit Paris"", ""phone"": ""+48 577 790 707"", ""website"": ""https://www.lepetitparis.com.pl/""}",+48 577 790 707,https://www.lepetitparis.com.pl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"le Petit Paris — restaurant Adres: Doktora Stefana Kopcińskiego 62. Telefon: +48 577 790 707. Strona: https://www.lepetitparis.com.pl/. Współrzędne: 51.763129, 19.485229. OSM: https://www.openstreetmap.org/node/11298507000."
node,11384158933,Rajskie Jadło,restaurant,,,,,,,,,,51.7958737,19.3944425,"{""amenity"": ""restaurant"", ""name"": ""Rajskie Jadło"", ""takeaway"": ""yes""}",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rajskie Jadło — restaurant Udogodnienia: Na wynos: yes. Współrzędne: 51.795874, 19.394443. OSM: https://www.openstreetmap.org/node/11384158933."
node,11392091414,Niebieskie Migdały,cafe,teahouse,,,,,,,,,51.7557079,19.4595564,"{""amenity"": ""cafe"", ""cuisine"": ""teahouse"", ""name"": ""Niebieskie Migdały""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niebieskie Migdały — cafe Kuchnia: teahouse. Współrzędne: 51.755708, 19.459556. OSM: https://www.openstreetmap.org/node/11392091414."
node,11412534454,Ekspres Do Kawy,cafe,,Krokusowa,3,92-101,Łódź,,,Tu-Sa 10:00-19:00,,51.7755663,19.5231456,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""92-101"", ""addr:street"": ""Krokusowa"", ""amenity"": ""cafe"", ""name"": ""Ekspres Do Kawy"", ""opening_hours"": ""Tu-Sa 10:00-19:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ekspres Do Kawy — cafe Adres: Krokusowa 3, 92-101, Łódź. Godziny otwarcia: Tu-Sa 10:00-19:00. Współrzędne: 51.775566, 19.523146. OSM: https://www.openstreetmap.org/node/11412534454."
node,11499469039,Black Burger,restaurant,,Jugosłowiańska,1a,,Łódź,+48 531-572-572,https://black-burger.pl,Mo-Fr 11:00-21:00,,51.7927553,19.5879569,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""1a"", ""addr:street"": ""Jugosłowiańska"", ""amenity"": ""restaurant"", ""name"": ""Black Burger"", ""opening_hours"": ""Mo-Fr 11:00-21:00"", ""phone"": ""+48 531-572-572"", ""website"": ""https://black-burger.pl""}",+48 531-572-572,https://black-burger.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Black Burger — restaurant Adres: Jugosłowiańska 1a, Łódź. Godziny otwarcia: Mo-Fr 11:00-21:00. Telefon: +48 531-572-572. Strona: https://black-burger.pl. Współrzędne: 51.792755, 19.587957. OSM: https://www.openstreetmap.org/node/11499469039."
node,11499469040,NovoCafe&More,restaurant,,Jugosłowiańska,1b,,,+48 509 292 999,,Mo-Su 07:00-18:00,,51.7923066,19.5880967,"{""addr:housenumber"": ""1b"", ""addr:street"": ""Jugosłowiańska"", ""amenity"": ""restaurant"", ""name"": ""NovoCafe&More"", ""opening_hours"": ""Mo-Su 07:00-18:00"", ""phone"": ""+48 509 292 999""}",+48 509 292 999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NovoCafe&More — restaurant Adres: Jugosłowiańska 1b. Godziny otwarcia: Mo-Su 07:00-18:00. Telefon: +48 509 292 999. Współrzędne: 51.792307, 19.588097. OSM: https://www.openstreetmap.org/node/11499469040."
node,11499469042,House of Sushi Nowosolna Restauracja Japońska,restaurant,sushi,,,,,,,,,51.7917581,19.5891197,"{""amenity"": ""restaurant"", ""cuisine"": ""sushi"", ""name"": ""House of Sushi Nowosolna Restauracja Japońska""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"House of Sushi Nowosolna Restauracja Japońska — restaurant Kuchnia: sushi. Współrzędne: 51.791758, 19.589120. OSM: https://www.openstreetmap.org/node/11499469042."
node,11503158057,Nova Sushi,restaurant,sushi,,,,,+48513108000,,,,51.7862086,19.448959,"{""amenity"": ""restaurant"", ""cuisine"": ""sushi"", ""name"": ""Nova Sushi"", ""phone"": ""+48513108000""}",+48513108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nova Sushi — restaurant Kuchnia: sushi. Telefon: +48513108000. Współrzędne: 51.786209, 19.448959. OSM: https://www.openstreetmap.org/node/11503158057."
node,11528237252,GeoBistro,restaurant,,,,,,,,,,51.7737318,19.4814532,"{""amenity"": ""restaurant"", ""level"": ""0"", ""name"": ""GeoBistro"", ""smoking"": ""outside""}",,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GeoBistro — restaurant Udogodnienia: Palenie: outside. Współrzędne: 51.773732, 19.481453. OSM: https://www.openstreetmap.org/node/11528237252. Dodatkowe tagi: level: 0."
node,11545703191,Gruzja,restaurant,,,,,,+48 515271231,https://gruzinskiebistro.eatbu.com/?lang=cs,,,51.7751085,19.4553495,"{""amenity"": ""restaurant"", ""email"": ""jaworskasand@gmail.com"", ""name"": ""Gruzja"", ""phone"": ""+48 515271231"", ""website"": ""https://gruzinskiebistro.eatbu.com/?lang=cs""}",+48 515271231,https://gruzinskiebistro.eatbu.com/?lang=cs,jaworskasand@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gruzja — restaurant Telefon: +48 515271231. Strona: https://gruzinskiebistro.eatbu.com/?lang=cs. Współrzędne: 51.775109, 19.455350. OSM: https://www.openstreetmap.org/node/11545703191. Dodatkowe tagi: email: jaworskasand@gmail.com."
node,11551688686,Da Grasso,restaurant,pizza,,,,,,https://www.dagrasso.pl/lodz-piotrkowska,"Mo-Th 11:00-22:00; Fr,Sa 11:00-24:00; Su 11:00-22:00","GW-trading s.c. K. Obraniak, Ł. Szwajcer",51.7711842,19.4557502,"{""amenity"": ""restaurant"", ""brand"": ""Da Grasso"", ""brand:wikidata"": ""Q11692586"", ""changing_table"": ""no"", ""check_date"": ""2025-09-21"", ""check_date:opening_hours"": ""2025-09-20"", ""cuisine"": ""pizza"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""internet_access:ipv6"": ""no"", ""level"": ""0"", ""name"": ""Da Grasso"", ""opening_hours"": ""Mo-Th 11:00-22:00; Fr,Sa 11:00-24:00; Su 11:00-22:00"", ""operator"": ""GW-trading s.c. K. Obraniak, Ł. Szwajcer"", ""outdoor_seating"": ""yes"", ""reusable_packaging:offer"": ""yes"", ""service:electricity"": ""yes"", ""surveillance"": ""indoor"", ""toilets"": ""yes"", ""toilets:capacity"": ""1"", ""toilets:unisex"": ""yes"", ""toilets:wheelchair"": ""no"", ""website"": ""https://www.dagrasso.pl/lodz-piotrkowska""}",,https://www.dagrasso.pl/lodz-piotrkowska,,,wlan,,,yes,yes,,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Da Grasso — restaurant Kuchnia: pizza. Godziny otwarcia: Mo-Th 11:00-22:00; Fr,Sa 11:00-24:00; Su 11:00-22:00. Operator: GW-trading s.c. K. Obraniak, Ł. Szwajcer. Strona: https://www.dagrasso.pl/lodz-piotrkowska. Udogodnienia: Toalety dla niepełnosprawnych: no; Przewijak: no; Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes; Internet: wlan; Toalety: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.771184, 19.455750. OSM: https://www.openstreetmap.org/node/11551688686. Dodatkowe tagi: brand: Da Grasso; brand:wikidata: Q11692586; check_date: 2025-09-21; check_date:opening_hours: 2025-09-20; internet_access:fee: no; internet_access:ipv6: no; level: 0; reusable_packaging:offer: yes; service:electricity: yes; surveillance: indoor; toilets:capacity: 1; toilets:unisex: yes."
node,11573661850,Cafe Levante,cafe,,,,,,+48 664069991,https://cafelevante.business.site/?utm_source=gmb&utm_medium=referral,,,51.7674988,19.4570078,"{""amenity"": ""cafe"", ""indoor_seating"": ""yes"", ""name"": ""Cafe Levante"", ""outdoor_seating"": ""yes"", ""phone"": ""+48 664069991"", ""website"": ""https://cafelevante.business.site/?utm_source=gmb&utm_medium=referral""}",+48 664069991,https://cafelevante.business.site/?utm_source=gmb&utm_medium=referral,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cafe Levante — cafe Telefon: +48 664069991. Strona: https://cafelevante.business.site/?utm_source=gmb&utm_medium=referral. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes. Współrzędne: 51.767499, 19.457008. OSM: https://www.openstreetmap.org/node/11573661850."
node,11676403969,Instytut Kawy,cafe,,,,,,,,,,51.7540118,19.4249965,"{""amenity"": ""cafe"", ""name"": ""Instytut Kawy""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Instytut Kawy — cafe Współrzędne: 51.754012, 19.424996. OSM: https://www.openstreetmap.org/node/11676403969."
node,11688103274,Sushi w Dłoń,restaurant,sushi,,,,,,,"Mo-Th 12:00-21:00; Fr,Sa 12:00-22:00; Su 12:00-20:00",,51.7690825,19.4599429,"{""amenity"": ""restaurant"", ""cuisine"": ""sushi"", ""name"": ""Sushi w Dłoń"", ""opening_hours"": ""Mo-Th 12:00-21:00; Fr,Sa 12:00-22:00; Su 12:00-20:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sushi w Dłoń — restaurant Kuchnia: sushi. Godziny otwarcia: Mo-Th 12:00-21:00; Fr,Sa 12:00-22:00; Su 12:00-20:00. Współrzędne: 51.769083, 19.459943. OSM: https://www.openstreetmap.org/node/11688103274."
node,11691016049,Gỗ by Ha Long,restaurant,asian,,,,,+48 573 673 755,,"Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00",,51.7600418,19.4585822,"{""amenity"": ""restaurant"", ""check_date"": ""2024-07-18"", ""cuisine"": ""asian"", ""name"": ""Gỗ by Ha Long"", ""opening_hours"": ""Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00"", ""phone"": ""+48 573 673 755""}",+48 573 673 755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gỗ by Ha Long — restaurant Kuchnia: asian. Godziny otwarcia: Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00. Telefon: +48 573 673 755. Współrzędne: 51.760042, 19.458582. OSM: https://www.openstreetmap.org/node/11691016049. Dodatkowe tagi: check_date: 2024-07-18."
node,11691016052,Kimsu,restaurant,asian,,,,,,,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-20:00,,51.7608787,19.4583918,"{""amenity"": ""restaurant"", ""check_date"": ""2024-03-04"", ""cuisine"": ""asian"", ""indoor_seating"": ""yes"", ""name"": ""Kimsu"", ""opening_hours"": ""Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-20:00"", ""outdoor_seating"": ""yes"", ""wheelchair"": ""limited""}",,,,,,,limited,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimsu — restaurant Kuchnia: asian. Godziny otwarcia: Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-20:00. Udogodnienia: Dostęp dla wózków: limited; Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes. Współrzędne: 51.760879, 19.458392. OSM: https://www.openstreetmap.org/node/11691016052. Dodatkowe tagi: check_date: 2024-03-04."
node,11691105258,Colour Cafe,cafe,,,,,,,,Mo-Fr 08:00-20:00; Sa-Su 09:00-20:00,,51.7617512,19.4582101,"{""amenity"": ""cafe"", ""check_date"": ""2024-03-04"", ""indoor_seating"": ""yes"", ""name"": ""Colour Cafe"", ""opening_hours"": ""Mo-Fr 08:00-20:00; Sa-Su 09:00-20:00"", ""outdoor_seating"": ""yes""}",,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colour Cafe — cafe Godziny otwarcia: Mo-Fr 08:00-20:00; Sa-Su 09:00-20:00. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes. Współrzędne: 51.761751, 19.458210. OSM: https://www.openstreetmap.org/node/11691105258. Dodatkowe tagi: check_date: 2024-03-04."
node,11691105262,Sneha's,restaurant,indian,,,,,,,,,51.762924,19.4579794,"{""amenity"": ""restaurant"", ""check_date"": ""2024-03-04"", ""cuisine"": ""indian"", ""indoor_seating"": ""yes"", ""name"": ""Sneha's"", ""outdoor_seating"": ""yes""}",,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sneha's — restaurant Kuchnia: indian. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes. Współrzędne: 51.762924, 19.457979. OSM: https://www.openstreetmap.org/node/11691105262. Dodatkowe tagi: check_date: 2024-03-04."
node,11814192280,BaseStack,internet_cafe,,,,,,,,,,51.775006,19.4663199,"{""amenity"": ""internet_cafe"", ""check_date"": ""2024-04-13"", ""name"": ""BaseStack"", ""outdoor_seating"": ""no""}",,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BaseStack — internet_cafe Udogodnienia: Miejsca na zewnątrz: no. Współrzędne: 51.775006, 19.466320. OSM: https://www.openstreetmap.org/node/11814192280. Dodatkowe tagi: check_date: 2024-04-13."
node,11816366324,Beijing Taste,restaurant,chinese,,,,,,,,,51.7758119,19.4661123,"{""amenity"": ""restaurant"", ""check_date"": ""2024-04-13"", ""cuisine"": ""chinese"", ""name"": ""Beijing Taste"", ""outdoor_seating"": ""yes""}",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beijing Taste — restaurant Kuchnia: chinese. Udogodnienia: Miejsca na zewnątrz: yes. Współrzędne: 51.775812, 19.466112. OSM: https://www.openstreetmap.org/node/11816366324. Dodatkowe tagi: check_date: 2024-04-13."
node,11903357688,Maxi Pizza,restaurant,pizza,,12,91-415,Łódź,42 207 61 99,"https://www.maxipizza.pl/lodz,menu,lokal","Mo-Th 11:00-23:00, Fr-Sa 11:00-23:59, Su 12:00-22:00",,51.777093,19.4556486,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""12"", ""addr:place"": ""Plac Wolności"", ""addr:postcode"": ""91-415"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""name"": ""Maxi Pizza"", ""opening_hours"": ""Mo-Th 11:00-23:00, Fr-Sa 11:00-23:59, Su 12:00-22:00"", ""phone"": ""42 207 61 99"", ""website"": ""https://www.maxipizza.pl/lodz,menu,lokal""}",42 207 61 99,"https://www.maxipizza.pl/lodz,menu,lokal",,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maxi Pizza — restaurant Kuchnia: pizza. Adres: 12, 91-415, Łódź. Godziny otwarcia: Mo-Th 11:00-23:00, Fr-Sa 11:00-23:59, Su 12:00-22:00. Telefon: 42 207 61 99. Strona: https://www.maxipizza.pl/lodz,menu,lokal. Udogodnienia: Dostawa: yes. Współrzędne: 51.777093, 19.455649. OSM: https://www.openstreetmap.org/node/11903357688. Dodatkowe tagi: addr:place: Plac Wolności."
